"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
179,ذكر,سعودي,31-35,جامعة الجوف,أعضاء هيئة التدريس,محاضر,محاضر,الجوف,الجوف,التعيين,1446,1,10
180,ذكر,سعودي,31-35,جامعة الجوف,أعضاء هيئة التدريس,محاضر,محاضر,الجوف,الجوف,التعيين,1446,1,10
181,ذكر,سعودي,31-35,جامعة الجوف,أعضاء هيئة التدريس,محاضر,محاضر,الجوف,الجوف,التعيين,1446,1,10
182,ذكر,سعودي,31-35,جامعة الجوف,لم يحدد,لم يحدد,محاضر,الجوف,الجوف,التعاقد,1446,1,10
183,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,وادى الدواسر,الرياض,التعاقد,1446,1,10
184,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,حائل,حائل,التعاقد,1446,1,10
185,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,أخصائي,الرياض,الرياض,التعاقد,1446,1,10
186,أنثى,سعودي,25-30,وزارة المالية,الموظفين,الثامنة,باحث ميزانية,الرياض,الرياض,التعيين,1446,1,10
187,ذكر,سعودي,31-35,القوات البرية,الموظفين,التاسعة,مساعد إداري,بريده,بريده,التعيين,1446,1,11
188,أنثى,سعودي,20-24,المديرية العامة للسجون,المستخدمين,الثالثة والثلاثون,مراقب,الرياض,الرياض,التعيين,1446,1,11
189,أنثى,سعودي,31-35,المديرية العامة للسجون,المستخدمين,الثالثة والثلاثون,ملاحظ,الرياض,الرياض,التعيين,1446,1,11
190,ذكر,سعودي,25-30,المديرية العامة للسجون,المستخدمين,الثالثة والثلاثون,ملاحظ,بريده,بريده,التعيين,1446,1,11
191,ذكر,سعودي,25-30,المديرية العامة للسجون,المستخدمين,الثالثة والثلاثون,ملاحظ,جدة,مكة المكرمة,التعيين,1446,1,11
192,أنثى,سعودي,36-40,المديرية العامة للسجون,الموظفين,السادسة,مفتش منافذ ممارس أول,الرياض,الرياض,التعيين,1446,1,11
193,أنثى,سعودي,25-30,جامعة الإمام محمد بن سعود,الصحيين,طبيب نائب,طبيب نائب,الرياض,الرياض,التعيين,1446,1,11
194,أنثى,سعودي,46-50,وزارة التعليم,الموظفين,الرابعة,كاتب,الرياض,الرياض,التعيين,1446,1,11
195,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الجوف,الجوف,التعاقد,1446,1,11
196,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,مكة المكرمة,مكة المكرمة,التعاقد,1446,1,11
197,ذكر,سعودي,31-35,المديرية العامة للسجون,المستخدمين,الثالثة والثلاثون,ملاحظ,بريده,بريده,التعيين,1446,1,12
198,ذكر,سعودي,25-30,المديرية العامة للسجون,الموظفين,السادسة,مفتش منافذ ممارس أول,الرياض,الرياض,التعيين,1446,1,12
199,ذكر,سعودي,25-30,جامعة الإمام عبدالرحمن بن فيصل,أعضاء هيئة التدريس,معيد,معيد,الدمام,الدمام,التعيين,1446,1,12
200,أنثى,سعودي,36-40,جامعة الملك سعود,لم يحدد,لم يحدد,أستاذ مساعد,الرياض,الرياض,التعاقد,1446,1,12
201,أنثى,سعودي,25-30,جامعة طيبة,لم يحدد,لم يحدد,محاضر,العلا,المدينةالمنورة,التعاقد,1446,1,12
202,أنثى,سعودي,31-35,جامعة طيبة,لم يحدد,لم يحدد,محاضر,المدينةالمنورة,المدينةالمنورة,التعاقد,1446,1,12
203,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,أخصائية تمريض,صبياء,جازان,التعاقد,1446,1,12
204,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الرس,بريده,التعاقد,1446,1,12
205,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الاسياح بالقصيم,بريده,التعاقد,1446,1,12
206,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,مكة المكرمة,مكة المكرمة,التعاقد,1446,1,12
207,ذكر,سعودي,25-30,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,أخصائي  أشعة,شروره,نجران,التعاقد,1446,1,15
208,ذكر,سعودي,20-24,المديرية العامة للسجون,المستخدمين,الثالثة والثلاثون,ملاحظ,الرياض,الرياض,التعيين,1446,1,15
209,أنثى,سعودي,41-45,بلدية عنيزة,لم يحدد,لم يحدد,مساعد إداري,عنيزه,بريده,التعاقد,1446,1,15
210,أنثى,سعودي,25-30,جامعة الإمام عبدالرحمن بن فيصل,أعضاء هيئة التدريس,معيد,معيد,الدمام,الدمام,التعيين,1446,1,15
211,أنثى,سعودي,31-35,جامعة الملك سعود,لم يحدد,لم يحدد,أستاذ مساعد,الرياض,الرياض,التعاقد,1446,1,15
212,ذكر,سعودي,31-35,وزارة الاتصالات وتقنية المعلومات,المتعاقدين,متعاقد,مدير برنامج,الرياض,الرياض,التعاقد,1446,1,15
213,أنثى,سعودي,31-35,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1446,1,15
214,ذكر,سعودي,36-40,وزارة البلديات والإسكان,المتعاقدين,متعاقد,أخصائي استشارات أعمال متقدم أول,الرياض,الرياض,التعاقد,1446,1,15
215,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري ممارس ثاني,صبياء,جازان,التعاقد,1446,1,15
216,أنثى,سعودي,36-40,وزارة الحج والعمرة,المتعاقدين,متعاقد,أخصائي إدارة بيانات,مكة المكرمة,مكة المكرمة,التعاقد,1446,1,15
217,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1446,1,15
218,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1446,1,15
219,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,احد رفيده,ابها,التعاقد,1446,1,15
220,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,احد رفيده,ابها,التعاقد,1446,1,15
221,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,القطيف,الدمام,التعاقد,1446,1,15
222,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,بريده,بريده,التعاقد,1446,1,15
223,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,بريده,بريده,التعاقد,1446,1,15
224,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,بريده,بريده,التعاقد,1446,1,15
225,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,عنيزه,بريده,التعاقد,1446,1,15
226,ذكر,سعودي,25-30,وزارة العدل,القضاة,ملازم قضائي,ملازم قضائي,الرياض,الرياض,التعيين,1446,1,15
227,ذكر,سعودي,31-35,إمارة المنطقة الشرقية,الموظفين,الخامسة,رئيس دورية,الدمام,الدمام,التعيين,1446,1,16
228,ذكر,سعودي,51-55,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,أستاذ مساعد,المدينةالمنورة,المدينةالمنورة,التعاقد,1446,1,16
229,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,الخامسة,كاتب,الرياض,الرياض,التعيين,1446,1,16
230,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,الخامسة,كاتب,الرياض,الرياض,التعيين,1446,1,16
231,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,الخامسة,مساعد إداري,الرياض,الرياض,التعيين,1446,1,16
232,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,الخامسة,مساعد إداري,الرياض,الرياض,التعيين,1446,1,16
233,ذكر,سعودي,20-24,الديوان الملكي,الموظفين,الخامسة,مساعد إداري,الرياض,الرياض,التعيين,1446,1,16
234,ذكر,سعودي,20-24,الديوان الملكي,الموظفين,الخامسة,مساعد إداري,الرياض,الرياض,التعيين,1446,1,16
235,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,أخصائي تدريب وتطوير موارد بشرية مساعد,الرياض,الرياض,التعيين,1446,1,16
236,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,أخصائي تدريب وتطوير موارد بشرية مساعد,الرياض,الرياض,التعيين,1446,1,16
237,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,أخصائي تدريب وتطوير موارد بشرية مساعد,الرياض,الرياض,التعيين,1446,1,16
238,ذكر,سعودي,20-24,الديوان الملكي,الموظفين,السادسة,أخصائي توظيف مساعد,الرياض,الرياض,التعيين,1446,1,16
239,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,أخصائي عمليات موارد بشرية مساعد,الرياض,الرياض,التعيين,1446,1,16
240,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,أخصائي عمليات موارد بشرية مساعد,الرياض,الرياض,التعيين,1446,1,16
241,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,أخصائي وثائق ومخطوطات مساعد,الرياض,الرياض,التعيين,1446,1,16
242,ذكر,سعودي,20-24,الديوان الملكي,الموظفين,السادسة,مصحح لغوي مساعد,الرياض,الرياض,التعيين,1446,1,16
243,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,مصحح لغوي مساعد,الرياض,الرياض,التعيين,1446,1,16
244,ذكر,سعودي,25-30,الديوان الملكي,الموظفين,السادسة,مصحح لغوي مساعد,الرياض,الرياض,التعيين,1446,1,16
245,ذكر,سعودي,31-35,المديرية العامة للسجون,الموظفين,الخامسة,مفتش منافذ ممارس,الرياض,الرياض,التعيين,1446,1,16
246,ذكر,سعودي,25-30,المديرية العامة للسجون,الموظفين,السادسة,مفتش منافذ ممارس أول,الجوف,الجوف,التعيين,1446,1,16
247,ذكر,سعودي,31-35,بلدية الدرب,لم يحدد,لم يحدد,مهندس مساحة مساعد,الدرب,جازان,التعاقد,1446,1,16
248,ذكر,سعودي,25-30,جامعة الملك عبدالعزيز,الصحيين,طبيب مقيم,طبيب مقيم,جدة,مكة المكرمة,التعيين,1446,1,16
249,أنثى,سعودي,25-30,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1446,1,16
250,أنثى,سعودي,36-40,وزارة البيئة والمياه والزراعة,لم يحدد,لم يحدد,مساعد إداري,ظهران الجنوب,ابها,التعاقد,1446,1,16
251,أنثى,سعودي,25-30,وزارة التجارة,لم يحدد,لم يحدد,مساعد إداري,الرياض,الرياض,التعاقد,1446,1,16
252,أنثى,سعودي,41-45,وزارة التعليم,الموظفين,السادسة,مساعد إداري,مكة المكرمة,مكة المكرمة,التعيين,1446,1,16
253,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,ابها,ابها,التعاقد,1446,1,16
254,أنثى,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,ابها,ابها,التعاقد,1446,1,16
255,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,ابها,ابها,التعاقد,1446,1,16
256,أنثى,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الرس,بريده,التعاقد,1446,1,16
257,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الرس,بريده,التعاقد,1446,1,16
258,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,الرس,بريده,التعاقد,1446,1,16
259,ذكر,سعودي,25-30,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,بريده,بريده,التعاقد,1446,1,16
