"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
181,أنثى,سعودي,41-45,وزارة التعليم,الموظفين,الرابعة,كاتب,ابها,ابها,التعيين,1445,10,9
182,أنثى,سعودي,46-50,وزارة التعليم,الموظفين,الرابعة,كاتب,بريده,بريده,التعيين,1445,10,9
183,ذكر,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,الرياض,الرياض,التعيين,1445,10,9
184,أنثى,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,جدة,مكة المكرمة,التعيين,1445,10,9
185,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,القطيف,الدمام,التعاقد,1445,10,9
186,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,10,9
187,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,محايل عسير,ابها,التعاقد,1445,10,9
188,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس الصحة والسلامة والبيئة,الرياض,الرياض,التعاقد,1445,10,10
189,ذكر,"مقيم ",41-45,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ مشارك,الاحساء,الدمام,التعاقد,1445,10,10
190,ذكر,"مقيم ",46-50,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ,الاحساء,الدمام,التعاقد,1445,10,11
191,ذكر,"مقيم ",46-50,جامعة الملك فيصل,لم يحدد,لم يحدد,أستاذ مشارك,الاحساء,الدمام,التعاقد,1445,10,11
192,ذكر,سعودي,26-30,أمانة منطقة القصيم,لم يحدد,لم يحدد,مساعد إداري,بريده,بريده,التعاقد,1445,10,12
193,أنثى,سعودي,26-30,الإدارة العامة للخدمات الطبية للقوات المسلحة,لم يحدد,لم يحدد,مساعد صيدلي,نجران,نجران,التعاقد,1445,10,12
194,ذكر,سعودي,41-45,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,أستاذ مساعد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,12
195,ذكر,سعودي,41-45,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,أستاذ مساعد,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,12
196,ذكر,سعودي,31-35,المؤسسة العامة للتدريب التقني والمهني,لم يحدد,لم يحدد,مساعد مبرمج,الرياض,الرياض,التعاقد,1445,10,12
197,أنثى,سعودي,26-30,المراسم الملكية,الموظفين,السابعة,مطور برامج,الرياض,الرياض,التعيين,1445,10,12
198,ذكر,سعودي,26-30,المراسم الملكية,الموظفين,السادسة,أخصائي قانوني مساعد,الرياض,الرياض,التعيين,1445,10,12
199,أنثى,سعودي,26-30,المراسم الملكية,الموظفين,السادسة,باحث قانوني مساعد,الرياض,الرياض,التعيين,1445,10,12
200,أنثى,سعودي,41-45,جامعة الأميرة  نورة بنت عبدالرحمن,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,الرياض,الرياض,التعيين,1445,10,12
201,ذكر,"مقيم ",57-61,جامعة الإمام محمد بن سعود,لم يحدد,لم يحدد,أستاذ مشارك,الرياض,الرياض,التعاقد,1445,10,12
202,أنثى,سعودي,41-45,وزارة البلديات والإسكان,المتعاقدين,متعاقد,مدير إداري,الرياض,الرياض,التعاقد,1445,10,12
203,أنثى,سعودي,36-40,وزارة التعليم,المستخدمين,الواحد والثلاثون,مراسل مكتبي,بريده,بريده,التعيين,1445,10,12
204,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,جازان,جازان,التعاقد,1445,10,12
205,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فني تمريض,الظهران,الدمام,التعاقد,1445,10,12
206,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,أخصائي  تمريض,احد رفيده,ابها,التعاقد,1445,10,12
207,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,تيماء,تبوك,التعاقد,1445,10,12
208,ذكر,سعودي,36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب مقيم,جازان,جازان,التعاقد,1445,10,12
209,أنثى,سعودي,36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,10,12
210,ذكر,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الاحساء,الدمام,التعاقد,1445,10,12
211,أنثى,سعودي,36-40,وزارة الصحة,لم يحدد,لم يحدد,طبيب نائب,الرياض,الرياض,التعاقد,1445,10,12
212,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فني,الرياض,الرياض,التعاقد,1445,10,12
213,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,فني تمريض,الدمام,الدمام,التعاقد,1445,10,12
214,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الدمام,الدمام,التعاقد,1445,10,12
215,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الدمام,الدمام,التعاقد,1445,10,12
216,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الدمام,الدمام,التعاقد,1445,10,12
217,أنثى,سعودي,31-35,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الدمام,الدمام,التعاقد,1445,10,12
218,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,القطيف,الدمام,التعاقد,1445,10,12
219,أنثى,سعودي,36-40,الأمانة العامة لمجلس الوزراء,المتعاقدين,متعاقد,مدير تقنية معلومات,الرياض,الرياض,التعاقد,1445,10,13
220,ذكر,سعودي,20-25,بلدية الهدار,لم يحدد,لم يحدد,فني دعم مساعد,الهدار,الرياض,التعاقد,1445,10,13
221,أنثى,سعودي,26-30,جامعة الأمير سطام بن عبدالعزيز,لم يحدد,لم يحدد,مساعد إداري,الخرج,الرياض,التعاقد,1445,10,13
222,أنثى,سعودي,36-40,وزارة الاتصالات وتقنية المعلومات,المتعاقدين,متعاقد,خبير أول,الرياض,الرياض,التعاقد,1445,10,13
223,ذكر,سعودي,41-45,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير حسابات المشاريع,الرياض,الرياض,التعاقد,1445,10,13
224,ذكر,سعودي,41-45,وزارة البيئة والمياه والزراعة,المتعاقدين,متعاقد,مدير عام الطلبات والتخصيص,الرياض,الرياض,التعاقد,1445,10,13
225,أنثى,سعودي,41-45,وزارة التعليم,الموظفين,الثامنة,مدقق رواتب,تبوك,تبوك,التعيين,1445,10,13
226,ذكر,سعودي,36-40,وزارة التعليم,المتعاقدين,متعاقد,مستشار للتقنية,الرياض,الرياض,التعاقد,1445,10,13
227,ذكر,سعودي,36-40,وزارة التعليم,المتعاقدين,متعاقد,مستشار موارد بشرية,الرياض,الرياض,التعاقد,1445,10,13
228,أنثى,سعودي,26-30,وزارة التعليم,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,13
229,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,كاتب,صبياء,جازان,التعاقد,1445,10,13
230,أنثى,سعودي,51-56,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,الدوادمى,الرياض,التعاقد,1445,10,13
231,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,ابها,ابها,التعاقد,1445,10,13
232,ذكر,سعودي,36-40,وزارة السياحة,المتعاقدين,متعاقد,أخصائي أبحاث,الرياض,الرياض,التعاقد,1445,10,13
233,أنثى,سعودي,36-40,وزارة الصحة,الصحيين,فني,فنية تمريض,الجوف,الجوف,التعيين,1445,10,13
234,ذكر,سعودي,36-40,وزارة الموارد البشرية والتنمية الإجتماعية,المتعاقدين,متعاقد,مدير إدارة,الرياض,الرياض,التعاقد,1445,10,13
235,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,14
236,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,14
237,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,14
238,أنثى,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,14
239,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,14
240,أنثى,سعودي,41-45,إمارة منطقة مكة المكرمة,لم يحدد,لم يحدد,مساعد إداري,بحرة,مكة المكرمة,التعاقد,1445,10,14
241,أنثى,سعودي,31-35,المراسم الملكية,الموظفين,الثامنة,مدقق رواتب,الرياض,الرياض,التعيين,1445,10,14
242,أنثى,"مقيم ",36-40,جامعة الملك خالد,لم يحدد,لم يحدد,أستاذ مساعد,ابها,ابها,التعاقد,1445,10,14
243,أنثى,سعودي,31-35,جامعة تبوك,لم يحدد,لم يحدد,طبيب نائب,تبوك,تبوك,التعاقد,1445,10,14
244,ذكر,سعودي,20-25,جامعة تبوك,لم يحدد,لم يحدد,فني هندسة كهربائية ممارس,تبوك,تبوك,التعاقد,1445,10,14
245,ذكر,سعودي,20-25,جامعة تبوك,لم يحدد,لم يحدد,فني هندسة كهربائية ممارس,تبوك,تبوك,التعاقد,1445,10,14
246,ذكر,سعودي,20-25,جامعة تبوك,لم يحدد,لم يحدد,فني هندسة كهربائية ممارس,تبوك,تبوك,التعاقد,1445,10,14
247,أنثى,سعودي,31-35,رئاسة أمن الدولة,الموظفين,السابعة,اخصائي امن معلومات مساعد,الرياض,الرياض,التعيين,1445,10,14
248,أنثى,سعودي,26-30,رئاسة أمن الدولة,الموظفين,السابعة,مطور برامج,الرياض,الرياض,التعيين,1445,10,14
249,أنثى,سعودي,26-30,رئاسة أمن الدولة,الموظفين,السابعة,مطور برامج,الرياض,الرياض,التعيين,1445,10,14
250,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,الرابعة,كاتب,الطائف,مكة المكرمة,التعيين,1445,10,14
251,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,مراسل مكتبي,صبياء,جازان,التعاقد,1445,10,14
252,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,مساعد إداري,صبياء,جازان,التعاقد,1445,10,14
253,أنثى,سعودي,46-50,وزارة الخارجية,الدبلوماسيين,سفير,سفير,الرياض,الرياض,التعيين,1445,10,14
254,أنثى,سعودي,20-25,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,14
255,ذكر,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,ابها,ابها,التعاقد,1445,10,14
256,ذكر,سعودي,31-35,وزارة الصحة,الصحيين,طبيب نائب,طبيب نائب,بلاد رجال المع,ابها,التعاقد,1445,10,14
257,أنثى,سعودي,26-30,وزارة الصحة,الصحيين,فني,فنية تمريض,الجبيل,الدمام,التعيين,1445,10,14
258,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,أخصائية تمريض,خميس  مشيط,ابها,التعاقد,1445,10,14
259,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,أخصائية تمريض,خميس  مشيط,ابها,التعاقد,1445,10,14
260,أنثى,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,10,14
261,ذكر,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,10,14
262,ذكر,سعودي,20-25,أمانة منطقة عسير,لم يحدد,لم يحدد,كاتب,ابها,ابها,التعاقد,1445,10,15
263,أنثى,سعودي,26-30,جامعة الباحة,لم يحدد,لم يحدد,محاضر,الباحه,الباحه,التعاقد,1445,10,15
